wap1,wap2,wap3,wap4,wap5,wap6,wap7,wap8,wap9,wap10,wap11,wap12,wap13,wap14,wap15,wap16,wap17,wap18,wap19,wap20,wap21,wap22,wap23,wap24,wap25,wap26,wap27,wap28,wap29,wap30,wap31,wap32,wap33,wap34,wap35,wap36,wap37,wap38,wap39,wap40,wap41,wap42,wap43,wap44,wap45,wap46,wap47,wap48,wap49,wap50,wap51,wap52,wap53,wap54,wap55,wap56,wap57,wap58,wap59,wap60,wap61,wap62,wap63,wap64,wap65,wap66,wap67,wap68,wap69,wap70,wap71,wap72,wap73,wap74,wap75,wap76,wap77,wap78,wap79,wap80,wap81,wap82,wap83,wap84,wap85,wap86,wap87,wap88,wap89,wap90,wap91,wap92,wap93,wap94,wap95,wap96,wap97,wap98,wap99,wap100,wap101,wap102,wap103,wap104,wap105,wap106,wap107,wap108,wap109,wap110,wap111,wap112,wap113,wap114,wap115,wap116,wap117,wap118,wap119,wap120,wap121,wap122,wap123,wap124,wap125,wap126,wap127,wap128,wap129,wap130,wap131,wap132,wap133,wap134,wap135,wap136,wap137,wap138,wap139,wap140,wap141,wap142,wap143,wap144,wap145,wap146,wap147,wap148,wap149,wap150,wap151,wap152,wap153,wap154,wap155,wap156,wap157,wap158,wap159,wap160,wap161,wap162,wap163,wap164,wap165,wap166,wap167,wap168,lon,lat,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP
-78,100,100,100,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-77,100,100,100,100,100,100,-88,-87,-84,100,100,100,100,100,-43,-43,-53,-53,100,100,-62,-62,-80,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,-64,-73,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-72,-71,-87,-86,100,100,100,100,-71,100,-79,-79,100,100,100,100,100,-74,-68,100,100,-56,-55,-67,-67,100,100,100,100,100,-89,100,100,100,100,100,-58,-49,100,100,-76,100,100,100,100,100,100,100,100,100,100,100,40.0,0.0,0,0,1,3,3,4,1475597307
-78,100,100,100,-65,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,-68,-69,100,100,100,100,100,100,-88,-87,-84,100,100,100,100,100,-44,-43,-53,-53,100,100,-62,-62,-83,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-67,-73,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-70,-70,-87,-86,100,100,100,100,-69,-68,-81,-82,100,100,100,100,100,-71,-70,100,100,-56,-55,-71,-71,100,100,100,100,100,-89,100,100,100,100,100,-44,-58,100,100,-76,100,100,100,100,100,100,100,100,100,100,100,40.0,0.0,0,0,1,3,3,4,1475597311
-82,100,100,100,-65,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,-75,-75,100,100,100,100,100,100,-88,-87,100,100,100,100,100,100,-47,-51,-57,-57,100,100,-65,-65,-80,100,-80,100,100,100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,-64,-64,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-72,-72,-87,-88,100,100,100,100,-66,-68,-78,-79,100,100,100,100,100,-69,-69,100,100,-58,-58,-77,-77,100,100,100,100,100,-89,100,100,100,100,100,-53,-64,100,100,-81,100,100,100,100,100,100,100,100,100,-83,100,239.0,0.0,0,0,2,3,3,4,1475597322
-82,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,100,100,100,100,-75,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-51,-51,-56,-57,100,100,-65,-65,-84,100,-84,100,100,100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,-61,-61,-71,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-72,-87,-88,100,100,100,100,-66,-68,-80,-81,100,100,100,100,100,-69,-69,100,100,-58,-58,-79,-79,100,100,100,100,100,100,100,100,100,100,100,-57,-59,100,100,-76,100,100,100,100,100,100,100,100,100,-83,100,239.0,0.0,0,0,2,3,3,4,1475597325
-82,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,100,-76,-77,100,100,100,100,-74,-75,100,100,100,100,100,100,100,100,-50,-50,-57,-57,100,100,-60,-61,-85,100,-85,100,100,100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,-61,-61,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-72,-87,-88,100,100,100,100,-66,-68,-77,-77,100,100,100,100,100,-71,-70,100,100,-58,-57,-79,-79,100,100,100,100,100,100,100,100,100,100,100,-52,-54,100,100,-73,100,100,100,100,100,100,100,100,100,-83,100,239.0,0.0,0,0,2,3,3,4,1475597328
-82,100,100,100,-71,100,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,-76,-77,100,100,100,100,-74,-75,100,100,100,100,100,100,100,100,-50,-50,-57,-57,100,100,-60,-61,-83,100,-82,100,100,100,100,100,100,100,-82,-83,100,100,100,100,100,100,100,100,100,100,100,-60,-59,-73,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-72,100,100,100,100,100,100,-67,-69,-78,-77,100,100,100,100,100,-71,-70,100,100,-58,-61,-75,-75,100,100,100,100,100,100,100,100,100,100,100,-53,-60,100,100,-75,100,100,100,100,100,100,100,100,100,-83,100,239.0,0.0,0,0,2,3,3,4,1475597332
100,100,100,100,-71,100,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,-76,-77,100,100,100,100,-74,-75,100,100,100,100,100,100,100,100,-50,-50,-56,-56,100,100,-65,-65,-83,100,-82,100,100,100,100,100,100,100,-82,-82,100,100,100,100,100,100,100,100,100,100,100,-59,-59,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-72,100,100,100,100,100,100,-67,-69,-78,-77,-78,-79,100,100,100,-74,-74,100,100,-60,-57,-79,-79,100,100,100,100,100,100,100,100,100,100,100,-61,-64,100,100,-78,100,100,100,100,100,100,100,100,100,100,100,239.0,0.0,0,0,2,3,3,4,1475597336
-68,100,100,100,-71,100,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,-76,-77,100,100,100,100,-74,-75,100,100,100,100,100,100,100,100,-50,-50,-60,-60,100,100,-64,-65,-79,100,-79,100,100,100,100,100,100,100,-82,-82,100,100,100,100,100,100,100,100,100,100,100,-60,-60,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-72,100,100,100,100,100,100,-67,-69,-76,-76,-78,-79,100,100,100,-74,-74,100,100,-58,-57,-75,-75,100,100,100,100,100,100,100,100,100,100,100,-61,-55,100,100,-78,100,100,100,100,100,100,100,100,100,100,100,239.0,0.0,0,0,2,3,3,4,1475597340
-68,100,100,100,-66,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,-77,-78,100,100,100,100,100,100,100,100,-55,-54,-61,-61,100,100,-65,-65,-75,100,-76,100,100,100,100,100,100,100,-82,-82,100,100,100,100,100,100,100,100,100,100,100,-63,-62,-67,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-71,100,100,100,100,100,100,-67,-68,-79,-78,-78,-79,100,100,100,-72,-72,100,100,-62,-58,-78,-79,100,100,100,100,100,-84,100,100,100,100,100,-57,-55,100,100,-74,-81,100,100,100,100,100,100,100,100,100,100,140.0,218.0,0,0,3,3,3,4,1475597350
-68,100,100,100,-65,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,-77,-76,100,100,100,100,-77,-78,100,100,100,100,100,100,100,100,-54,-54,-69,-69,100,100,-66,-66,-69,100,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-78,100,100,100,100,-63,-63,-71,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-75,-88,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-72,100,100,100,100,100,100,100,-68,-81,-81,100,100,100,100,100,-72,-72,100,100,-62,-62,-74,-75,100,100,100,100,100,-84,100,100,100,100,100,-61,-59,100,100,-81,-80,100,100,100,100,100,100,100,100,100,100,140.0,218.0,0,0,3,3,3,4,1475597352
-68,100,100,100,-65,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,-77,-76,100,100,100,100,-77,-78,100,100,100,100,100,100,100,100,-54,-54,-65,-66,100,100,-64,-64,-74,100,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-78,100,100,100,100,-66,-66,-68,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-75,-88,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-72,100,100,100,100,100,100,-66,-66,-81,-81,-76,100,100,100,100,-72,-72,-86,-86,-63,-66,-79,-80,100,100,100,100,100,-84,100,100,100,100,100,-64,-59,100,100,-77,-80,100,100,100,100,100,100,100,100,100,100,140.0,218.0,0,0,3,3,3,4,1475597356
-84,100,100,100,-74,100,100,100,100,100,100,100,100,100,-83,100,100,100,100,100,-77,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-54,-54,-64,-64,100,100,-61,-61,-79,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-78,100,100,100,100,-67,-67,-73,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-73,-88,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-76,100,100,100,100,100,100,-62,-62,-79,-80,-76,-77,100,100,100,-72,-72,-86,-86,-64,-66,-81,-80,100,100,100,100,100,100,100,100,100,100,100,-61,-62,100,100,-77,-84,100,100,100,100,100,100,100,100,100,100,140.0,218.0,0,0,3,3,3,4,1475597360
-84,100,100,100,-74,100,100,100,100,100,100,100,100,100,-83,100,100,100,100,100,-77,-77,100,100,100,100,100,100,100,100,-86,-87,100,100,100,100,-54,-54,-67,-67,100,100,-65,-65,-79,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-78,100,100,100,100,-67,-67,-72,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-73,-88,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-76,-89,100,100,100,100,100,-64,-66,-79,-80,-80,-77,100,100,100,-72,-72,-86,-86,-66,-62,-81,-81,100,100,100,100,100,100,100,100,100,100,100,-65,-59,100,100,-78,-84,100,100,100,100,100,100,100,100,100,100,140.0,218.0,0,0,3,3,3,4,1475597364
-84,100,100,100,-74,100,100,100,100,100,100,100,100,100,-83,100,100,100,100,100,-78,-78,100,100,100,100,100,100,100,100,-86,-87,100,100,100,100,-54,-54,-59,-59,100,100,-63,-63,-74,100,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-67,-67,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,-89,100,100,100,100,100,-64,-66,-85,-80,-80,-77,100,100,100,-72,-72,-86,-86,-64,-63,-77,-77,100,100,100,100,100,100,100,100,100,100,100,-67,-59,100,100,-74,-84,100,100,100,100,100,100,100,100,100,100,140.0,218.0,0,0,3,3,3,4,1475597368
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-71,-86,-87,100,100,-72,-71,100,-91,-86,-87,100,100,100,100,-49,-49,-61,-62,100,100,-62,-62,-69,100,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-58,-64,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-69,-86,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-71,-85,-84,100,100,100,100,-65,-64,-82,-82,-80,100,100,100,100,-68,-68,100,100,-60,-59,-78,-78,100,100,100,100,100,100,100,100,100,100,100,-63,-54,100,100,-68,100,100,100,100,100,100,100,100,100,100,100,339.0,218.0,0,0,4,3,3,4,1475597379
100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,-68,-71,-86,-87,100,100,-67,-71,-86,-86,100,100,100,100,100,100,-48,-48,-60,-60,100,100,-60,-60,-70,100,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-57,-56,-63,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-69,-88,-88,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,-66,-67,-84,-84,100,100,100,100,-65,-64,-82,-82,100,-78,100,100,100,-69,-69,-85,-86,-60,-61,-74,-74,100,100,100,100,100,100,100,100,100,100,100,-59,-53,100,100,-74,100,100,100,100,100,100,100,100,100,100,100,339.0,218.0,0,0,4,3,3,4,1475597381
-77,100,100,100,-77,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,-70,-71,-85,-85,100,100,-67,-71,-86,-86,100,100,100,100,100,100,-48,-48,-57,-57,100,100,-57,-57,-73,100,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-57,-57,-66,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-72,-88,-88,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,-66,-65,-84,-84,100,100,100,100,-65,-64,-82,-82,100,-78,100,100,100,-69,-69,-85,-86,-57,-60,-75,-75,100,100,100,100,100,100,100,100,100,100,100,-70,-53,100,100,-70,100,-80,100,100,100,100,100,100,100,100,100,339.0,218.0,0,0,4,3,3,4,1475597385
-77,100,100,100,-77,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,-70,-71,-85,-85,100,100,-67,-71,-83,-82,100,100,100,100,100,100,-49,-50,-59,-60,100,100,-58,-58,-79,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-61,-71,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-72,-88,-88,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,-71,-65,-86,-85,100,100,100,100,-65,-64,-84,-84,-74,-74,100,100,100,-67,-67,-85,-86,-58,-59,-72,-72,100,100,100,100,100,100,100,100,100,100,100,-62,-50,100,100,-72,100,-80,100,100,100,100,100,100,100,100,100,339.0,218.0,0,0,4,3,3,4,1475597389
-77,100,100,100,-77,100,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,-69,-69,-86,-86,100,100,-67,100,-83,-82,100,100,100,100,100,100,-50,-46,-58,-58,100,100,-57,-57,-77,100,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-57,-65,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-72,-90,-88,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,-66,-65,-86,-85,100,100,100,100,100,-70,-84,-84,-78,-78,100,100,100,-67,-69,-84,-84,-59,-58,-73,-72,100,100,100,100,100,100,100,100,100,100,100,-59,-58,100,100,-68,100,-79,100,100,100,100,100,100,100,100,-83,339.0,218.0,0,0,4,3,3,4,1475597393
-77,100,100,100,-77,100,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,-75,-69,-86,-86,100,100,-68,-68,-84,-85,-80,100,100,100,100,100,-50,-49,-60,-60,100,100,-58,-57,-76,100,-76,100,100,100,100,100,100,100,-82,-82,100,100,100,100,100,100,100,100,100,100,100,-61,-61,-70,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,-90,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-66,-84,-84,100,100,100,100,-67,-67,-80,-80,-78,-78,100,100,100,-68,-69,-84,-87,-60,-58,-74,-74,100,100,100,100,100,-81,100,100,100,100,100,-65,-56,100,100,-73,100,-79,100,100,100,100,100,100,100,100,-83,339.0,218.0,0,0,4,3,3,4,1475597397
